IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Stray,2011,May,LABRADOR RETR - BLOODHOUND,Older than 1 year,FEMALE,true,LARGE,YELLOW,2011,Home
Owner Surrender,2012,August,,Youth - Younger than 1 year,MALE,false,KITTN,ORANGE,2012,Euthanized
Stray,2011,February,,,MALE,false,LARGE,RED,2011,Euthanized
Stray,2012,March,SIBERIAN HUSKY - MIX,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Stray,2012,January,,Older than 1 year,MALE,false,MED,BLACK,2012,Other
Foster Return,2012,September,,Older than 1 year,FEMALE,true,MED,CALICO,2012,Other
Stray,2011,August,,,FEMALE,false,KITTN,TORTIE,2011,Euthanized
Stray,2012,August,PIT BULL - MIX,Older than 1 year,MALE,false,LARGE,TAN,2012,Euthanized
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,BLK TABBY,2012,Other
Stray,2011,May,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Owner Surrender,2012,January,CHOW CHOW - PURE BRED,Older than 7 years,MALE,true,MED,BLONDE,2012,Euthanized
Stray,2011,May,,,FEMALE,false,MED,TAN,2011,Euthanized
Stray,2011,June,,,MALE,true,MED,BROWN,2011,Other
Owner Surrender,2011,June,,Infant - Younger than 6 months,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,May,,Youth - Younger than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Owner Surrender,2011,October,,Older than 1 year,FEMALE,false,SMALL,BLACK,2011,Euthanized
Owner Surrender,2012,March,ROTTWEILER - MIX,Older than 1 year,FEMALE,true,X-LRG,BROWN,2012,Other
Stray,2011,December,,Older than 1 year,MALE,true,LARGE,BRN TABBY,2012,Home
Owner Surrender,2012,May,,,MALE,false,LARGE,RED,2012,Euthanized
Foster Return,2012,August,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Stray,2011,April,,,FEMALE,false,KITTN,BLK SMOKE,2011,Euthanized
Stray,2011,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,ORG TABBY,2011,Home
Foster Return,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TIGER,2012,Home
Impound,2012,January,,Older than 1 year,MALE,true,LARGE,WHITE,2012,Home
Owner Surrender,2011,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,2011,Euthanized
Stray,2011,October,,,FEMALE,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,June,,,FEMALE,false,MED,TAN,2011,Euthanized
Foster Return,2012,July,PIT BULL - MIX,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Owner Surrender,2012,August,,Older than 7 years,FEMALE,true,LARGE,BLACK,2012,Euthanized
Stray,2012,September,,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,2012,Home
Owner Surrender,2011,August,MIN PINSCHER - MIX,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2012,August,,Older than 1 year,FEMALE,true,LARGE,CALICO,2012,Other
Owner Surrender,2011,November,,Older than 7 years,FEMALE,true,MED,BROWN,2011,Euthanized
Stray,2011,June,,,UNKNOWN,false,KITTN,BRN TABBY,2011,Euthanized
Stray,2012,June,SIAMESE - DOMESTIC SH,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,2012,Euthanized
Stray,2011,July,,,FEMALE,false,KITTN,ORANGE,2011,Euthanized
Stray,2011,April,,,FEMALE,false,MED,ORG TABBY,2011,Other
Stray,2011,December,,,MALE,false,MED,BLACK,2011,Euthanized
Foster Return,2012,January,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,2012,Home
Owner Surrender,2011,April,,Older than 7 years,MALE,true,SMALL,RED,2011,Euthanized
Stray,2012,July,,Older than 1 year,MALE,true,LARGE,BLK TABBY,2012,Home
Owner Surrender,2011,May,,,MALE,false,MED,GRAY,2011,Euthanized
Stray,2012,May,,Older than 1 year,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2011,July,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,May,,,MALE,false,KITTN,ORG TABBY,2011,Other
Owner Surrender,2011,August,GERM SHEPHERD - GREAT PYRENEES,Youth - Younger than 1 year,MALE,true,LARGE,BROWN,2011,Euthanized
Owner Surrender,2011,May,PIT BULL - MIX,Older than 1 year,MALE,false,LARGE,WHITE,2011,Euthanized
Stray,2011,September,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2011,January,,,UNKNOWN,false,KITTN,LYNX PT,2011,Other
Stray,2011,June,SCHNAUZER MIN - MIX,,MALE,false,SMALL,BLACK,2011,Home
Owner Surrender,2011,October,,,FEMALE,false,KITTN,TORTIE,2011,Euthanized
Stray,2011,January,,Youth - Younger than 1 year,FEMALE,true,SMALL,BLACK,2011,Home
Stray,2011,May,,,UNKNOWN,false,LARGE,BRN TABBY,2011,Euthanized
Stray,2011,July,,,FEMALE,false,PUPPY,WHITE,2011,Other
Stray,2011,July,,,MALE,false,KITTN,BRN TABBY,2011,Euthanized
Owner Surrender,2012,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Other
Stray,2011,January,,Older than 1 year,FEMALE,true,SMALL,WHITE,2011,Other
Stray,2011,July,PIT BULL - MIX,,FEMALE,false,MED,WHITE,2011,Euthanized
Stray,2012,January,,Older than 7 years,MALE,true,LARGE,BLACK,2012,Home
Stray,2011,April,,,FEMALE,true,LARGE,BROWN,2012,Other
Stray,2011,November,,,UNKNOWN,false,LARGE,GRAY TIGER,2011,Euthanized
Owner Surrender,2011,March,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2011,Euthanized
Owner Surrender,2011,April,,Older than 7 years,FEMALE,false,SMALL,BLACK,2011,Other
Owner Surrender,2011,June,,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,2011,Home
Stray,2011,May,,,MALE,true,MED,BROWN,2011,Home
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,ORANGE,2012,Other
Stray,2012,March,,,MALE,false,SMALL,BLACK,2012,Other
Owner Surrender,2012,April,,,FEMALE,false,MED,BRN TABBY,2012,Other
Foster Return,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,2012,Home
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Owner Surrender,2011,July,LABRADOR RETR - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Stray,2011,September,,,FEMALE,false,MED,CALICO,2011,Euthanized
Out Patient Spay or Neuter,2011,April,BOXER - BOXER,Older than 1 year,FEMALE,true,LARGE,FAWN,2011,Other
Owner Surrender,2012,May,,Older than 1 year,FEMALE,true,LARGE,BR BRINDLE,2012,Euthanized
Owner Surrender,2011,November,,Older than 7 years,MALE,false,LARGE,BROWN,2011,Euthanized
Stray,2011,August,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,April,,Older than 1 year,MALE,false,SMALL,BLACK,2012,Euthanized
Owner Surrender,2011,March,PBGV - GLEN OF IMAAL,Older than 1 year,MALE,true,SMALL,WHITE,2011,Home
Owner Surrender,2012,February,CHIHUAHUA SH - PURE BRED,Older than 7 years,FEMALE,true,MED,TAN,2012,Euthanized
Impound,2011,February,PUG - MIX,,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,August,,,UNKNOWN,false,SMALL,BLACK,2011,Euthanized
Stray,2011,June,,,MALE,false,MED,CREAM,2011,Other
Stray,2012,September,POODLE MIN - MIX,Older than 1 year,MALE,false,SMALL,CHOCOLATE,2012,Other
Owner Surrender,2012,May,,Older than 1 year,MALE,false,LARGE,BLACK,2012,Other
Owner Surrender,2012,May,CHIHUAHUA SH - BEAGLE,Older than 1 year,MALE,true,SMALL,BLACK,2012,Other
Stray,2011,December,LABRADOR RETR - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Stray,2011,February,,,MALE,true,LARGE,GRAY,2011,Other
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY TABBY,2012,Home
Owner Surrender,2012,March,,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,2012,Other
Owner Surrender,2011,January,,Older than 7 years,MALE,false,LARGE,RED,2011,Other
Stray,2011,October,,Older than 7 years,FEMALE,true,MED,GRAY,2011,Home
Stray,2011,May,,,UNKNOWN,false,PUPPY,BLACK,2011,Other
Owner Surrender,2011,March,PIT BULL - MIX,Youth - Younger than 1 year,MALE,true,LARGE,BLACK,2011,Other
Foster Return,2012,February,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,2012,Home
Stray,2011,May,,,FEMALE,false,KITTN,BRN TABBY,2011,Other
Foster Return,2012,September,DACHSHUND - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,FAWN,2012,Home
Stray,2012,January,GERM SHEPHERD - MIX,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Stray,2011,June,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2012,July,,Older than 1 year,FEMALE,false,SMALL,TAN,2012,Other
Stray,2011,January,,,FEMALE,false,MED,GRAY,2011,Euthanized
Owner Surrender,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Owner Surrender,2011,November,,Older than 1 year,MALE,false,MED,BROWN,2011,Euthanized
Owner Surrender,2011,December,CHOW CHOW - AKITA,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Euthanized
Impound,2012,March,BORDER TERRIER - MIX,Older than 1 year,MALE,false,SMALL,BROWN,2012,Home
Owner Surrender,2012,January,,Older than 1 year,MALE,true,MED,BLK TABBY,2012,Euthanized
Owner Surrender,2011,May,,Youth - Younger than 1 year,FEMALE,true,SMALL,ORG TABBY,2011,Home
Stray,2011,November,COLLIE ROUGH - MIX,,FEMALE,false,LARGE,GRAY,2011,Home
Stray,2012,August,,Older than 1 year,FEMALE,true,LARGE,BROWN,2012,Home
Stray,2011,August,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2011,Home
Stray,2011,July,CHIHUAHUA SH - MIX,,FEMALE,true,SMALL,BROWN,2011,Other
Stray,2011,May,CHOW CHOW - LABRADOR RETR,,MALE,true,MED,BLACK,2011,Home
Stray,2011,June,,,MALE,false,KITTN,BLACK,2011,Other
Owner Surrender,2012,July,,Older than 1 year,MALE,false,LARGE,BROWN,2012,Euthanized
Stray,2012,February,,,FEMALE,false,MED,WHITE,2012,Other
Stray,2012,September,,Older than 1 year,FEMALE,false,LARGE,GRAY TABBY,2012,Other
Stray,2011,September,,,FEMALE,false,LARGE,BLACK,2011,Other
Owner Surrender,2011,June,,Older than 7 years,FEMALE,true,X-LRG,TORTIE,2011,Euthanized
Foster Return,2012,February,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Other
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Reported Lost by Public,2012,August,,,MALE,false,SMALL,UNKNOWN,2012,Other
Stray,2012,May,,,MALE,false,MED,ORG TABBY,2012,Euthanized
Stray,2012,May,,,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2011,February,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Other
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,June,CHIHUAHUA SH - MIX,Older than 1 year,MALE,true,SMALL,GRAY,2012,Other
Stray,2011,November,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Other
Owner Surrender,2011,April,,Older than 1 year,MALE,true,MED,ORANGE,2011,Home
Stray,2012,August,,Older than 1 year,FEMALE,true,LARGE,BROWN,2012,Home
Stray,2011,December,,Youth - Younger than 1 year,MALE,false,LARGE,BROWN,2012,Other
Owner Surrender,2011,December,,Older than 7 years,FEMALE,false,LARGE,WHITE,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,MALE,true,LARGE,BROWN,2011,Home
Owner Surrender,2012,July,CHOW CHOW - MIX,Older than 7 years,MALE,false,MED,BLACK,2012,Euthanized
Stray,2012,June,,Infant - Younger than 6 months,MALE,false,KITTN,BUFF,2012,Euthanized
Stray,2012,April,,Older than 1 year,MALE,true,SMALL,RED,2012,Home
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TIGER,2012,Other
Out Patient Spay or Neuter,2011,May,,Youth - Younger than 1 year,MALE,true,SMALL,ORANGE,2011,Other
Stray,2011,March,,Youth - Younger than 1 year,FEMALE,true,LARGE,WHITE,2011,Home
Owner Surrender,2012,June,,Youth - Younger than 1 year,FEMALE,true,KITTN,BLACK,2012,Home
Stray,2011,February,,,FEMALE,false,MED,TRICOLOR,2011,Euthanized
Stray,2011,June,,,UNKNOWN,false,MED,GRAY TABBY,2011,Euthanized
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,WHITE,2012,Other
Stray,2011,July,STAFFORDSHIRE - PURE BRED,Older than 7 years,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,ORANGE,2012,Euthanized
Owner Surrender,2012,January,,Older than 7 years,MALE,true,LARGE,BRN TABBY,2012,Euthanized
Stray,2011,July,POMERANIAN - MIX,Older than 1 year,MALE,true,PUPPY,RED,2011,Home
Owner Surrender,2011,April,,,FEMALE,false,PUPPY,WHITE,2011,Other
Owner Surrender,2012,September,,Older than 1 year,MALE,false,LARGE,SABLE,2012,Euthanized
Stray,2012,February,,,MALE,false,MED,FAWN,2012,Euthanized
Stray,2011,October,,Older than 7 years,MALE,true,X-LRG,BUFF,2011,Home
Stray,2011,August,,,MALE,false,LARGE,BUFF,2011,Euthanized
Owner Surrender,2011,October,,Older than 1 year,FEMALE,true,KITTN,TORTIE,2011,Home
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,SMALL,CALICO,2012,Euthanized
Owner Surrender,2011,September,,,FEMALE,false,KITTN,GRAY TIGER,2011,Other
Foster Return,2011,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,August,,,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,June,,,FEMALE,false,MED,TORTIE,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2011,October,,,UNKNOWN,false,SMALL,GRAY,2011,Euthanized
Stray,2011,January,,,UNKNOWN,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,June,,Older than 7 years,MALE,true,LARGE,BROWN,2011,Home
Owner Surrender,2011,November,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BLACK,2011,Euthanized
Stray,2012,June,LABRADOR RETR - GERM SHEPHERD,Older than 7 years,MALE,true,LARGE,BLACK,2012,Home
Stray,2011,June,MAINE COON - MIX,Older than 1 year,FEMALE,true,LARGE,BRN TABBY,2011,Home
Stray,2011,March,,Older than 1 year,MALE,true,SMALL,FAWN,2011,Home
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,2012,Other
Owner Surrender,2011,February,,Youth - Younger than 1 year,FEMALE,true,KITTN,TORTIE,2011,Home
Stray,2011,February,GERM SHEPHERD - MIX,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,August,,,MALE,false,KITTN,ORG TABBY,2011,Euthanized
Stray,2011,April,,,UNKNOWN,false,MED,ORANGE,2011,Euthanized
Owner Surrender,2012,March,COCKER SPAN - BEAGLE,Older than 1 year,MALE,false,MED,BLACK,2012,Other
Owner Surrender,2011,June,GERM SHEPHERD - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Stray,2012,January,,,UNKNOWN,false,MED,GRAY TIGER,2012,Other
Impound,2012,January,,,UNKNOWN,false,LARGE,BRN TIGER,2012,Euthanized
Stray,2011,December,,Older than 7 years,FEMALE,false,LARGE,WHITE,2011,Euthanized
Owner Surrender,2011,February,,Older than 7 years,MALE,true,SMALL,RED,2011,Euthanized
Stray,2011,April,,,MALE,false,KITTN,BRN TABBY,2011,Other
Stray,2011,June,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Reported Lost by Public,2012,August,,,MALE,false,SMALL,UNKNOWN,2012,Other
Stray,2012,September,ROTTWEILER - DOBERMAN PINSCH,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Stray,2011,July,,,UNKNOWN,false,MED,TORTIE,2011,Other
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,SMALL,TORTIE,2012,Other
Stray,2012,March,,Older than 1 year,FEMALE,true,SMALL,TAN,2012,Home
Owner Surrender,2011,September,,,FEMALE,true,LARGE,BLK TABBY,2011,Euthanized
Stray,2011,June,,,FEMALE,false,MED,GRAY,2011,Euthanized
Stray,2011,January,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,2011,Other
Stray,2011,April,,Older than 1 year,MALE,true,MED,BLACK,2011,Euthanized
Stray,2011,December,PIT BULL - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,2011,Euthanized
Owner Surrender,2012,March,SIBERIAN HUSKY - GERM SHEPHERD,Older than 1 year,FEMALE,false,PUPPY,WHITE,2012,Other
Stray,2011,March,ENG BULLDOG - MIX,Older than 1 year,MALE,true,MED,WHITE,2011,Home
Foster Return,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLK TABBY,2012,Home
Owner Surrender,2012,April,,Older than 1 year,UNKNOWN,false,MED,GRAY,2012,Euthanized
Stray,2012,March,,Youth - Younger than 1 year,FEMALE,true,SMALL,GRAY,2012,Other
Owner Surrender,2011,January,,Older than 7 years,MALE,false,LARGE,RED,2011,Other
Owner Surrender,2011,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2011,November,,Older than 7 years,MALE,false,LARGE,BLACK,2011,Home
Owner Surrender,2012,April,,Older than 1 year,FEMALE,false,LARGE,WHITE,2012,Euthanized
Owner Surrender,2011,July,,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2012,June,,,FEMALE,true,KITTN,BLK TABBY,2012,Other
Foster Return,2012,April,,Infant - Younger than 6 months,MALE,true,SMALL,GRAY TABBY,2012,Home
Stray,2012,April,,,MALE,true,SMALL,BLACK,2012,Other
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2012,March,CAIRN TERRIER - YORKSHIRE TERR,Older than 1 year,MALE,true,SMALL,BL BRINDLE,2012,Home
Stray,2011,June,,,FEMALE,false,TOY,GRAY,2011,Other
Stray,2011,April,SHIH TZU - MIX,Older than 1 year,MALE,true,SMALL,GRAY,2011,Other
Stray,2011,August,,Older than 1 year,FEMALE,true,LARGE,BLACK,2011,Other
Stray,2011,August,,Older than 1 year,MALE,true,TOY,WHITE,2011,Home
Owner Surrender,2012,March,,,FEMALE,true,MED,GRAY TABBY,2012,Other
Stray,2012,February,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2012,Other
Stray,2011,October,,,FEMALE,false,MED,BL BRINDLE,2011,Euthanized
Stray,2012,July,,Older than 1 year,UNKNOWN,false,LARGE,WHITE,2012,Other
Owner Surrender,2011,September,,Infant - Younger than 6 months,MALE,true,PUPPY,WHITE,2011,Home
Owner Surrender,2011,June,ROTTWEILER - MIX,Infant - Younger than 6 months,MALE,false,PUPPY,GRAY,2011,Other
Stray,2012,April,,Older than 1 year,MALE,false,MED,BRN TABBY,2012,Euthanized
Owner Surrender,2012,January,,,FEMALE,false,SMALL,ORANGE,2012,Euthanized
Stray,2012,June,,,FEMALE,false,SMALL,BROWN,2012,Euthanized
Stray,2011,August,GOLDEN RETR - CHOW CHOW,Infant - Younger than 6 months,MALE,true,MED,TAN,2011,Home
Stray,2011,July,,Older than 1 year,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,2012,Euthanized
Stray,2011,June,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,October,LABRADOR RETR - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2011,Home
Owner Surrender,2012,January,,Infant - Younger than 6 months,MALE,false,KITTN,BUFF,2012,Other
Stray,2011,August,ROTTWEILER - BULLMASTIFF,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,January,BORDER COLLIE - MIX,,FEMALE,false,PUPPY,BLACK,2011,Other
Stray,2011,July,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2011,February,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2012,January,,,MALE,false,MED,ORANGE,2012,Euthanized
Stray,2012,April,,Older than 1 year,FEMALE,true,MED,TORTIE,2012,Home
Stray,2012,April,,Older than 7 years,MALE,false,MED,TAN,2012,Euthanized
Impound,2011,January,,,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2011,November,,Older than 1 year,MALE,true,TOY,GRAY,2011,Home
Stray,2012,September,,Youth - Younger than 1 year,MALE,false,LARGE,BL BRINDLE,2012,Euthanized
Owner Surrender,2011,January,,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2011,August,,Infant - Younger than 6 months,FEMALE,false,MED,TORTIE,2011,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TIGER,2011,Home
Stray,2011,August,,,FEMALE,false,LARGE,CALICO,2011,Euthanized
Stray,2012,July,,Older than 1 year,MALE,false,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,2011,Euthanized
Stray,2011,April,LABRADOR RETR - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,2011,Other
Stray,2012,June,,Older than 1 year,MALE,false,LARGE,WHITE,2012,Euthanized
Stray,2011,March,,Older than 7 years,FEMALE,false,SMALL,BLACK,2011,Other
Stray,2012,May,,,FEMALE,false,MED,BR BRINDLE,2012,Euthanized
Stray,2012,January,,Older than 1 year,FEMALE,true,LARGE,BRN TABBY,2012,Home
Stray,2012,June,ROTTWEILER - MIX,Infant - Younger than 6 months,UNKNOWN,false,PUPPY,BLACK,2012,Euthanized
Impound,2011,September,,Older than 1 year,MALE,true,MED,TAN,2011,Euthanized
Stray,2011,October,BOXER - MIX,,FEMALE,false,MED,BR BRINDLE,2011,Euthanized
Stray,2011,October,,Older than 1 year,MALE,true,MED,BRN TABBY,2011,Home
Stray,2012,February,,Older than 1 year,FEMALE,false,MED,GRAY,2012,Euthanized
Stray,2011,January,CAIRN TERRIER - MIX,Older than 1 year,FEMALE,true,SMALL,BLACK,2011,Home
Owner Surrender,2011,March,,Older than 7 years,MALE,true,LARGE,WHITE,2011,Home
Stray,2011,June,BEAGLE - MIX,,MALE,false,PUPPY,TRICOLOR,2011,Other
Impound,2012,April,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Stray,2011,December,,,FEMALE,true,SMALL,TORTIE,2011,Other
Stray,2011,September,BEAGLE - PUG,Youth - Younger than 1 year,MALE,true,SMALL,WHITE,2011,Other
Owner Surrender,2012,June,,Older than 1 year,FEMALE,true,SMALL,BLACK,2012,Home
Stray,2011,August,,Older than 1 year,MALE,false,MED,BLACK,2011,Home
Stray,2011,August,AUST CATTLE DOG - MIX,,FEMALE,false,LARGE,WHITE,2011,Other
Owner Surrender,2011,September,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,December,,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2012,October,,Infant - Younger than 6 months,FEMALE,false,KITTN,CALICO,2012,Other
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,CREAM,2012,Other
Out Patient Spay or Neuter,2011,April,PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,FEMALE,true,LARGE,BLACK,2011,Other
Stray,2011,December,,Older than 1 year,FEMALE,false,MED,GRAY,2011,Euthanized
