IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012
Stray,2011,December,SIBERIAN HUSKY - MIX,Older than 7 years,FEMALE,true,MED,WHITE,2011
Owner Surrender,2011,July,,,FEMALE,false,PUPPY,BLACK,2011
Stray,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012
Owner Surrender,2011,April,CAIRN TERRIER - MIX,,MALE,false,MED,TAN,2011
Owner Surrender,2011,May,,,FEMALE,false,MED,CALICO,2011
Impound,2011,July,,Older than 1 year,FEMALE,true,MED,WHITE,2011
Stray,2012,February,FOX TERR WIRE - CHIHUAHUA LH,,FEMALE,false,SMALL,BROWN,2012
Stray,2011,May,DACHSHUND - JACK RUSS TER,Older than 1 year,MALE,true,SMALL,BROWN,2011
Owner Surrender,2012,May,PIT BULL - CHOW CHOW,Older than 1 year,MALE,false,LARGE,BR BRINDLE,2012
Owner Surrender,2011,February,BORDER COLLIE - FLAT COAT RETR,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,2011
Owner Surrender,2011,June,,,MALE,true,LARGE,BLACK,2011
Stray,2012,March,BEAGLE - PIT BULL,Older than 7 years,FEMALE,false,MED,BROWN,2012
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012
Stray,2011,July,,,FEMALE,false,MED,BLACK,2011
Stray,2011,January,SCHNAUZER MIN - YORKSHIRE TERR,Older than 1 year,MALE,true,MED,GRAY,2011
Impound,2011,April,,Older than 7 years,MALE,false,LARGE,CHOCOLATE,2011
Stray,2011,November,,,FEMALE,false,LARGE,BRN TABBY,2011
Owner Surrender,2011,September,,,MALE,false,LARGE,BR BRINDLE,2011
Owner Surrender,2011,February,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2011
Owner Surrender,2011,December,SNOWSHOE - MIX,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,2011
Stray,2012,January,BEAGLE - MIX,Older than 1 year,FEMALE,true,LARGE,BROWN,2012
Stray,2011,April,,,MALE,false,SMALL,ORG TABBY,2011
Owner Surrender,2011,February,,Older than 7 years,FEMALE,true,MED,GRAY TABBY,2011
Stray,2011,May,IRISH TERRIER - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,RED,2011
Stray,2011,May,GERM SHEPHERD - MIX,,MALE,false,LARGE,BLACK,2011
Owner Surrender,2012,January,,Older than 1 year,FEMALE,false,LARGE,GRAY,2012
Stray,2011,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2011
Owner Surrender,2011,June,AKITA - ROTTWEILER,Older than 7 years,FEMALE,false,LARGE,BROWN,2011
Stray,2011,September,,,MALE,true,LARGE,BLACK,2011
Stray,2011,March,,Older than 1 year,MALE,true,SMALL,BLACK,2011
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,SMALL,WHITE,2012
Stray,2012,January,PIT BULL - MIX,Older than 1 year,MALE,false,LARGE,RED,2012
Stray,2011,May,,,UNKNOWN,false,LARGE,BLACK,2011
Stray,2012,August,,Older than 1 year,FEMALE,true,SMALL,GRAY,2012
Owner Surrender,2011,January,,Older than 7 years,MALE,true,MED,BLACK,2011
Stray,2012,February,,Youth - Younger than 1 year,FEMALE,true,MED,WHITE,2012
Stray,2011,July,GERM SH POINT - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,2011
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,2012
Stray,2011,March,JACK RUSS TER - CHIHUAHUA SH,Older than 1 year,FEMALE,true,SMALL,WHITE,2011
Stray,2011,July,BOXER - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BR BRINDLE,2011
Impound,2011,July,,,MALE,false,MED,BROWN,2011
Owner Surrender,2011,June,,Infant - Younger than 6 months,MALE,true,MED,BLACK,2011
Stray,2011,May,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2011,July,,,MALE,false,KITTN,BLACK,2011
Stray,2012,May,,,UNKNOWN,false,KITTN,BLACK,2012
Owner Surrender,2012,March,MAINE COON - DOMESTIC LH,Older than 7 years,MALE,true,LARGE,BLACK,2012
Owner Surrender,2011,September,GERM SHEPHERD - PIT BULL,,FEMALE,false,MED,BROWN,2011
Foster Return,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012
Stray,2011,September,,,UNKNOWN,false,KITTN,ORG TABBY,2011
Stray,2011,December,BEAGLE - MIX,,FEMALE,false,MED,TRICOLOR,2011
Owner Surrender,2012,February,MIN PINSCHER - MIX,Infant - Younger than 6 months,MALE,true,SMALL,BLACK,2012
Stray,2012,June,,,UNKNOWN,false,KITTN,BLACK,2012
Owner Surrender,2011,May,,,FEMALE,true,MED,TORTIE,2011
Stray,2012,June,,Older than 1 year,FEMALE,true,MED,BLACK,2012
Stray,2011,September,,,MALE,false,MED,BLUE CREAM,2011
Stray,2011,August,,,MALE,true,MED,BROWN,2011
Stray,2012,July,BASSET HOUND - DACHSHUND,Older than 1 year,MALE,true,MED,TAN,2012
Stray,2011,June,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2011,August,,,MALE,false,KITTN,BUFF,2011
Stray,2011,December,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011
Owner Surrender,2011,April,,,UNKNOWN,false,KITTN,TORTIE,2011
Foster Return,2012,January,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012
Owner Surrender,2011,February,LABRADOR RETR - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011
Owner Surrender,2012,April,BEAGLE - MIX,Older than 7 years,FEMALE,false,MED,TRICOLOR,2012
Stray,2011,June,,,MALE,false,LARGE,ORANGE,2011
Stray,2011,April,,,FEMALE,false,MED,BLACK,2011
Stray,2012,July,,Older than 7 years,FEMALE,true,SMALL,TAN,2012
Foster Return,2012,April,,Older than 1 year,MALE,true,LARGE,CRM TABBY,2012
Owner Surrender,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011
Impound,2011,August,GERM SHEPHERD - CHOW CHOW,,FEMALE,false,MED,BROWN,2011
Owner Surrender,2011,February,,Older than 1 year,MALE,true,LARGE,BL BRINDLE,2011
Stray,2012,April,YORKSHIRE TERR - POODLE MIN,Older than 1 year,MALE,true,SMALL,BLACK,2012
Foster Return,2011,December,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2011
Owner Surrender,2011,August,GERM SHEPHERD - MIX,,MALE,false,SMALL,BROWN,2011
Owner Surrender,2012,September,JACK RUSS TER - CHIHUAHUA SH,Older than 1 year,MALE,true,SMALL,WHITE,2012
Stray,2011,September,POMERANIAN - FINNISH SPITZ,Older than 1 year,MALE,true,SMALL,BLACK,2011
Stray,2011,February,,,MALE,true,LARGE,BLACK,2011
Stray,2011,January,,,MALE,false,PUPPY,BLACK,2011
Owner Surrender,2011,May,,,UNKNOWN,false,KITTN,BRN TABBY,2011
Stray,2011,October,,,MALE,false,MED,BRN TABBY,2011
Impound,2011,June,,Youth - Younger than 1 year,FEMALE,false,MED,WHITE,2011
Impound,2011,March,,,FEMALE,false,MED,TRICOLOR,2011
Stray,2012,March,,,FEMALE,false,X-LRG,BROWN,2012
Stray,2011,September,,Older than 1 year,FEMALE,false,MED,BR BRINDLE,2011
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,SEAL PT,2012
Stray,2012,September,LABRADOR RETR - MIX,Older than 1 year,MALE,false,LARGE,BLACK,2012
Stray,2012,June,,,UNKNOWN,false,MED,WHITE,2012
Owner Surrender,2011,September,,,UNKNOWN,false,KITTN,ORG TABBY,2011
Owner Surrender,2012,July,,Youth - Younger than 1 year,FEMALE,false,KITTN,BRN TABBY,2012
Foster Return,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2012
Stray,2012,February,,,UNKNOWN,false,MED,BLACK,2012
Stray,2011,August,,,FEMALE,false,MED,CHOCOLATE,2011
Stray,2011,February,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,MED,RED,2011
Stray,2012,June,,Older than 1 year,FEMALE,true,MED,BLACK,2012
Owner Surrender,2011,November,,,FEMALE,false,LARGE,BROWN,2011
Owner Surrender,2011,September,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2011
Stray,2011,January,,Older than 7 years,MALE,true,SMALL,WHITE,2011
Stray,2011,July,,,MALE,true,TOY,TAN,2011
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012
Owner Surrender,2012,June,DOMESTIC SH - RUSSIAN BLUE,Older than 1 year,FEMALE,true,MED,GRAY,2012
Foster Return,2012,February,,Youth - Younger than 1 year,MALE,true,MED,SEAL PT,2012
Stray,2011,January,GERM SHEPHERD - ROTTWEILER,Older than 1 year,MALE,false,LARGE,BLACK,2011
Stray,2011,September,,,MALE,false,KITTN,BLK TABBY,2011
Owner Surrender,2011,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2011
Stray,2012,February,,,FEMALE,false,MED,TORTIE,2012
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012
Stray,2012,May,BEAGLE - JACK RUSS TER,Older than 1 year,MALE,true,MED,WHITE,2012
Owner Surrender,2011,August,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2012,January,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2012
Owner Surrender,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,LILAC PT,2012
Owner Surrender,2011,December,,Older than 1 year,FEMALE,true,LARGE,BLACK,2011
Owner Surrender,2012,July,,Older than 1 year,FEMALE,true,LARGE,WHITE,2012
Stray,2012,January,POODLE MIN - COCKER SPAN,Older than 7 years,FEMALE,false,SMALL,WHITE,2012
Owner Surrender,2012,February,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012
Stray,2012,March,,,FEMALE,false,MED,BROWN,2012
Stray,2011,October,,Infant - Younger than 6 months,FEMALE,true,SMALL,TRICOLOR,2011
Stray,2011,April,GERM SHEPHERD - MIX,,MALE,true,LARGE,BLACK,2011
Owner Surrender,2011,March,PUG - BEAGLE,Older than 1 year,FEMALE,true,MED,BROWN,2011
Owner Surrender,2012,April,,Older than 1 year,MALE,false,LARGE,BLUE,2012
Stray,2011,January,,Older than 1 year,FEMALE,true,LARGE,WHITE,2011
Owner Surrender,2011,June,,Older than 1 year,MALE,true,LARGE,TAN,2011
Stray,2012,January,,,FEMALE,false,LARGE,WHITE,2012
Stray,2012,February,,Older than 1 year,MALE,true,SMALL,WHITE,2012
Owner Surrender,2011,September,,,MALE,true,X-LRG,RED,2011
Owner Surrender,2011,June,,Youth - Younger than 1 year,MALE,true,PUPPY,BL BRINDLE,2011
Stray,2011,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,2011
Owner Surrender,2011,July,,,FEMALE,true,MED,BLACK,2011
Stray,2012,April,,Older than 1 year,FEMALE,false,MED,WHITE,2012
Stray,2011,September,MIN PINSCHER - MIX,,MALE,false,SMALL,TAN,2011
Stray,2012,September,,Older than 1 year,MALE,true,LARGE,ORG TIGER,2012
Stray,2012,September,,Older than 1 year,FEMALE,false,SMALL,GRAY,2012
Owner Surrender,2011,April,,Older than 1 year,FEMALE,true,MED,WHITE,2011
Owner Surrender,2011,July,,,MALE,false,MED,BLACK,2011
Stray,2011,September,,,FEMALE,true,MED,TORTIE,2011
Stray,2011,June,,,FEMALE,false,KITTN,TORTIE,2011
Stray,2011,May,,,FEMALE,false,LARGE,BRN TIGER,2011
Owner Surrender,2011,December,,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2012
Stray,2011,August,,,UNKNOWN,false,KITTN,BLACK,2011
Stray,2011,July,,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,2011
Owner Surrender,2012,April,,Youth - Younger than 1 year,FEMALE,true,SMALL,BRN TABBY,2012
Stray,2011,September,LABRADOR RETR - MIX,Older than 7 years,MALE,false,MED,BROWN,2011
Stray,2012,September,POODLE MIN - MIX,Older than 1 year,MALE,true,SMALL,WHITE,2012
Impound,2011,June,,,MALE,false,LARGE,BROWN,2011
Stray,2011,June,BEAGLE - MIX,Older than 1 year,MALE,true,MED,TRICOLOR,2011
Owner Surrender,2012,February,BORDER COLLIE - AUST SHEPHERD,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,2012
Owner Surrender,2011,August,,,MALE,false,MED,ORANGE,2011
Stray,2011,March,,Infant - Younger than 6 months,FEMALE,true,MED,GRAY,2011
Owner Surrender,2011,May,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2011
Stray,2011,October,,,MALE,false,LARGE,GRAY,2011
Owner Surrender,2012,January,,Older than 1 year,MALE,false,LARGE,BLACK,2012
Impound,2012,September,,Older than 1 year,MALE,false,MED,CHOCOLATE,2012
Impound,2012,August,PIT BULL - LABRADOR RETR,Infant - Younger than 6 months,MALE,true,SMALL,BLACK,2012
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2012
Owner Surrender,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012
Stray,2012,February,,,FEMALE,false,MED,BLACK,2012
Stray,2011,October,,,FEMALE,false,KITTN,BRN TABBY,2011
Stray,2012,July,,Older than 1 year,FEMALE,false,SMALL,BLACK,2012
Stray,2012,September,,Older than 7 years,MALE,true,LARGE,BLUE PT,2012
Owner Surrender,2011,October,,Older than 1 year,MALE,false,SMALL,BLK TABBY,2011
Stray,2012,July,,Older than 7 years,MALE,false,MED,GOLD,2012
Owner Surrender,2011,February,JACK RUSS TER - CHIHUAHUA SH,Older than 1 year,MALE,false,SMALL,RED,2011
Owner Surrender,2011,September,,Older than 1 year,FEMALE,true,SMALL,BLACK,2011
Stray,2011,December,,Older than 1 year,FEMALE,true,MED,BROWN,2012
Owner Surrender,2012,January,BOXER - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BLACK,2012
Owner Surrender,2011,November,GERM SHEPHERD - MIX,Older than 7 years,MALE,false,MED,BLACK,2011
Owner Surrender,2012,February,,,FEMALE,true,MED,GRAY TABBY,2012
Impound,2012,April,GERM SHEPHERD - MIX,Older than 1 year,MALE,true,LARGE,BROWN,2012
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012
Stray,2012,September,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012
Stray,2012,April,,Older than 1 year,MALE,true,SMALL,BLACK,2012
Stray,2012,August,,Infant - Younger than 6 months,MALE,false,MED,ORG TABBY,2012
Stray,2011,June,,,UNKNOWN,false,KITTN,CALICO,2011
Stray,2012,May,,,FEMALE,false,MED,BROWN,2012
Stray,2011,May,,Youth - Younger than 1 year,FEMALE,true,PUPPY,BROWN,2011
Owner Surrender,2012,April,,Older than 1 year,UNKNOWN,false,MED,BLACK,2012
Stray,2011,December,,Infant - Younger than 6 months,MALE,false,MED,BROWN,2012
Stray,2011,May,,,FEMALE,false,MED,BLK SMOKE,2011
Owner Surrender,2011,May,,Older than 7 years,MALE,true,SMALL,BRN TABBY,2011
Stray,2011,January,ALASKAN HUSKY - CHOW CHOW,Older than 1 year,FEMALE,true,LARGE,BLACK,2011
Stray,2011,February,GOLDEN RETR - COLLIE ROUGH,Older than 1 year,MALE,true,MED,GOLD,2011
Stray,2011,June,,Older than 7 years,MALE,true,LARGE,RED,2011
Owner Surrender,2011,July,COLLIE SMOOTH - MIX,Older than 7 years,FEMALE,true,LARGE,BROWN,2011
Stray,2011,March,,,FEMALE,true,MED,WHITE,2011
Owner Surrender,2011,November,,Youth - Younger than 1 year,UNKNOWN,false,MED,BLACK,2011
Stray,2011,August,,,FEMALE,false,KITTN,CALICO,2011
Owner Surrender,2012,June,,Older than 1 year,MALE,true,MED,BROWN,2012
Reported Lost by Public,2012,July,,,MALE,false,,UNKNOWN,2012
Owner Surrender,2012,June,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TIGER,2012
Stray,2011,July,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,BROWN,2012
Owner Surrender,2012,March,LABRADOR RETR - BEAGLE,Older than 7 years,FEMALE,true,LARGE,TAN,2012
Owner Surrender,2012,February,,Older than 1 year,MALE,true,MED,RED,2012
Stray,2011,September,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2011,August,,Older than 1 year,MALE,true,LARGE,BLACK,2011
Stray,2012,June,,,FEMALE,true,LARGE,GRAY,2012
Owner Surrender,2011,August,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2012,May,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TRICOLOR,2012
Foster Return,2011,December,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,2011
Owner Surrender,2012,May,,Older than 1 year,MALE,true,SMALL,TRICOLOR,2012
Stray,2012,September,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY TIGER,2012
Stray,2011,February,,,FEMALE,false,SMALL,WHITE,2011
Stray,2011,April,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2012,January,,,FEMALE,false,MED,BLACK,2012
Stray,2012,March,,Youth - Younger than 1 year,MALE,false,MED,BLACK,2012
Stray,2012,March,,,FEMALE,false,MED,WHITE,2012
Stray,2011,September,,,UNKNOWN,false,KITTN,WHITE,2011
Stray,2011,June,,,MALE,true,LARGE,BLACK,2011
Stray,2012,April,,,UNKNOWN,false,LARGE,BLACK,2012
Stray,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012
Stray,2011,February,,Older than 1 year,FEMALE,true,LARGE,WHITE,2011
Owner Surrender,2012,January,,Older than 1 year,FEMALE,true,MED,BROWN,2012
Stray,2011,September,CANE CORSO - LABRADOR RETR,Youth - Younger than 1 year,MALE,true,PUPPY,BLACK,2011
Stray,2011,April,,,UNKNOWN,false,SMALL,BLACK,2011
Stray,2012,May,BEAGLE - AUST SHEPHERD,,FEMALE,false,SMALL,BROWN,2012
Owner Surrender,2011,November,,Older than 1 year,MALE,false,MED,BLACK,2011
Stray,2011,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,2011
Stray,2011,August,SHIH TZU - MIX,,MALE,true,MED,WHITE,2011
Stray,2011,May,,,FEMALE,false,MED,BLACK,2011
Stray,2011,January,,Infant - Younger than 6 months,FEMALE,true,MED,FLAME PT,2011
Owner Surrender,2011,August,,,FEMALE,false,LARGE,BLACK,2011
Stray,2012,July,,Older than 1 year,FEMALE,false,LARGE,TRICOLOR,2012
Owner Surrender,2011,August,,Older than 1 year,MALE,true,SMALL,BLACK,2011
Stray,2011,April,PIT BULL - MIX,Older than 1 year,FEMALE,true,MED,BL BRINDLE,2011
Stray,2011,May,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,2011
Stray,2011,December,,,UNKNOWN,false,MED,BLACK,2011
Owner Surrender,2012,May,,Older than 1 year,MALE,true,TOY,WHITE,2012
Owner Surrender,2011,August,,Older than 1 year,FEMALE,true,MED,TORTIE,2011
Owner Surrender,2012,August,,Youth - Younger than 1 year,FEMALE,true,MED,GRAY,2012
Stray,2011,July,,,UNKNOWN,false,TOY,BLACK,2011
Stray,2011,May,,,MALE,false,LARGE,ORANGE,2011
Stray,2012,March,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLK TABBY,2012
Stray,2011,June,,,UNKNOWN,false,MED,ORG TABBY,2011
Stray,2012,June,LABRADOR RETR - MIX,,FEMALE,true,MED,BLACK,2012
Owner Surrender,2012,June,BEAGLE - MIX,Older than 1 year,FEMALE,false,MED,BROWN,2012
Foster Return,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,SEAL PT,2012
Stray,2011,March,,Older than 1 year,FEMALE,true,MED,TAN,2011
Stray,2012,August,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2012
Stray,2011,July,,Older than 1 year,FEMALE,true,MED,BROWN,2011
Foster Return,2012,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012
Stray,2011,March,COCKER SPAN - MIX,Youth - Younger than 1 year,FEMALE,true,SMALL,RED,2011
Stray,2011,September,,Older than 1 year,MALE,true,SMALL,WHITE,2011
Stray,2011,March,,Older than 1 year,MALE,true,MED,BLACK,2011
Stray,2011,September,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,true,MED,BLACK,2011
Stray,2011,November,ALASK MALAMUTE - MIX,Infant - Younger than 6 months,FEMALE,true,LARGE,BROWN,2011
Foster Return,2012,September,,Infant - Younger than 6 months,FEMALE,true,KITTN,SLVR TABBY,2012
Stray,2011,May,PATTERDALE TERR - JACK RUSS TER,Older than 1 year,FEMALE,true,SMALL,BROWN,2011
Owner Surrender,2012,June,,Older than 1 year,FEMALE,true,LARGE,BLACK,2012
Owner Surrender,2012,April,,,MALE,false,LARGE,ORG TABBY,2012
Stray,2011,October,,,UNKNOWN,false,KITTN,ORG TABBY,2011
Foster Return,2012,April,LABRADOR RETR - MIX,Older than 1 year,MALE,true,MED,BLACK,2012
Stray,2011,October,,,UNKNOWN,false,KITTN,FLAME PT,2011
Owner Surrender,2011,June,,,UNKNOWN,false,KITTN,GRAY,2011
Owner Surrender,2011,October,GERM SHEPHERD - BOXER,Older than 1 year,FEMALE,true,LARGE,BROWN,2012
Owner Surrender,2011,February,PUG - BEAGLE,,MALE,true,MED,FAWN,2011
Stray,2011,June,,,UNKNOWN,false,KITTN,GRAY,2011
Stray,2011,January,BULL TERRIER - WEIMARANER,Youth - Younger than 1 year,FEMALE,true,MED,SILVER,2011
Stray,2011,May,,,UNKNOWN,false,KITTN,BLACK,2011
Stray,2012,August,,Older than 1 year,UNKNOWN,false,LARGE,GRAY,2012
Stray,2012,August,,Older than 1 year,FEMALE,true,SMALL,TAN,2012
Stray,2012,January,BENGAL - MIX,Older than 1 year,FEMALE,false,MED,GRAY,2012
Owner Surrender,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011
Stray,2011,September,,,UNKNOWN,false,MED,WHITE,2011
Owner Surrender,2012,January,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,2012
Stray,2011,February,DOMESTIC SH - DOMESTIC SH,Older than 1 year,MALE,true,LARGE,ORG TABBY,2011
Owner Surrender,2011,November,,Youth - Younger than 1 year,MALE,true,SMALL,BROWN,2011
Owner Surrender,2011,May,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2011
Stray,2011,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2011
Owner Surrender,2011,February,,Older than 1 year,FEMALE,true,LARGE,BL BRINDLE,2011
Stray,2012,August,,Older than 1 year,FEMALE,true,TOY,WHITE,2012
Stray,2011,May,,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2011
Stray,2012,September,,Older than 1 year,MALE,true,X-LRG,BROWN,2012
Stray,2011,July,,Infant - Younger than 6 months,MALE,true,KITTN,BLK TABBY,2011
Stray,2011,August,,,MALE,false,LARGE,BROWN,2011
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012
Stray,2012,May,,,MALE,false,KITTN,GRAY,2012
Stray,2012,September,,Older than 1 year,FEMALE,false,MED,WHITE,2012
Foster Return,2012,April,,Older than 1 year,FEMALE,true,MED,GRAY,2012
Owner Surrender,2011,April,,Older than 1 year,FEMALE,false,MED,TORTIE,2011
Stray,2011,March,,,MALE,true,MED,BR BRINDLE,2011
Stray,2011,June,BEAGLE - MIX,Older than 1 year,MALE,true,LARGE,TRICOLOR,2011
Stray,2011,October,,,FEMALE,true,MED,GRAY,2011
Stray,2012,February,,Infant - Younger than 6 months,FEMALE,true,KITTN,ORG TABBY,2012
Stray,2012,February,GR SWISS MTN - MIX,,FEMALE,false,PUPPY,TRICOLOR,2012
Stray,2011,May,BEAGLE - MIX,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,2011
Stray,2012,September,,Older than 1 year,FEMALE,false,MED,BRN TABBY,2012
Stray,2012,July,,Older than 1 year,UNKNOWN,false,MED,BLACK,2012
Stray,2012,April,,,FEMALE,false,X-LRG,TORTIE,2012
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012
Stray,2011,September,,,UNKNOWN,false,SMALL,BLACK,2011
Stray,2011,November,DACHSHUND - PUG,Youth - Younger than 1 year,FEMALE,true,SMALL,BR BRINDLE,2011
Owner Surrender,2011,October,,Infant - Younger than 6 months,FEMALE,false,PUPPY,FAWN,2011
Owner Surrender,2011,September,PARSON RUSS TER - MIX,Older than 1 year,FEMALE,true,MED,BLACK,2011
Owner Surrender,2011,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2011
Owner Surrender,2011,March,,Older than 7 years,MALE,true,LARGE,BUFF,2011
Foster Return,2012,September,,Older than 7 years,MALE,true,TOY,GRAY,2012
Stray,2012,April,,,MALE,true,MED,TAN,2012
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,false,PUPPY,BLACK,2012
Stray,2011,October,,,UNKNOWN,false,KITTN,BLACK,2011
Owner Surrender,2011,April,,Older than 7 years,FEMALE,true,LARGE,BLACK,2011
Stray,2012,June,,,FEMALE,false,SMALL,BLACK,2012
Stray,2011,January,,,UNKNOWN,false,KITTN,BLACK,2011
Owner Surrender,2011,January,,Older than 7 years,FEMALE,true,X-LRG,BLACK,2011
Stray,2011,August,LABRADOR RETR - MIX,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,2011
Stray,2012,June,BASSET HOUND - JACK RUSS TER,,FEMALE,true,PUPPY,BROWN,2012
Stray,2012,September,,Youth - Younger than 1 year,FEMALE,true,MED,WHITE,2012
Owner Surrender,2012,April,,Infant - Younger than 6 months,FEMALE,false,KITTN,WHITE,2012
Stray,2011,July,,,UNKNOWN,false,KITTN,BLACK,2011
Stray,2011,May,,,UNKNOWN,false,KITTN,CALICO,2011
Owner Surrender,2012,July,,Youth - Younger than 1 year,FEMALE,false,MED,BLACK,2012
Owner Surrender,2011,March,,,FEMALE,false,KITTN,BRN TABBY,2011
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,2012
Impound,2011,June,,Older than 1 year,MALE,true,LARGE,WHITE,2011
Stray,2011,March,,,MALE,false,LARGE,BLACK,2011
Owner Surrender,2012,July,,Older than 7 years,FEMALE,false,MED,BROWN,2012
Stray,2012,May,SIBERIAN HUSKY - GERM SHEPHERD,Older than 1 year,MALE,true,LARGE,CREAM,2012
Stray,2011,July,,,FEMALE,false,LARGE,BLACK,2011
Stray,2011,December,,,MALE,false,LARGE,BLACK,2011
Impound,2011,May,PIT BULL - MIX,,FEMALE,false,LARGE,BROWN,2011
Stray,2012,April,HIMALAYAN - PERSIAN,,UNKNOWN,false,MED,SEAL PT,2012
Stray,2011,November,SCHNAUZER MIN - PURE BRED,Older than 7 years,FEMALE,true,MED,BLACK,2011
Owner Surrender,2012,March,,Youth - Younger than 1 year,FEMALE,false,SMALL,TORTIE,2012
Stray,2011,October,,,FEMALE,false,SMALL,WHITE,2011
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY TABBY,2012
Owner Surrender,2012,February,DACHSHUND - BEAGLE,Older than 1 year,MALE,false,MED,TAN,2012
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012
Stray,2012,May,,,FEMALE,false,MED,BLACK,2012
