name,amount
BLUE SMOKE,1
GOLD,82
UNKNOWN,142
YELLOW,150
BLUE MERLE,31
BLACK,2925
BLUE TICK,7
BLONDE,4
RED,328
BROWN,1766
RED MERLE,11
BR BRINDLE,459
CHOCOLATE,153
BLUE CREAM,3
EMPTY,2
BL BRINDLE,113
ORANGE,1
BRINDLE,2
TAN,852
BUFF,34
FAWN,131
GRAY,209
APRICOT,17
TRICOLOR,440
BEIGE,1
SABLE,19
WHITE,1425
SILVER,39
BRN TIGER,1
BLUE,146
BLK SMOKE,2
MERLE,1
LIVER,4
BRN MERLE,16
RUDDY,1
CREAM,117
